unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr,womengradrate4yr,gradrate4yr,mengradrate4yr
130314,2004,189,189,0,56,0,56,29.63,0.296,0.296,NA
130493,2004,1396,899,497,219,46,173,19.24,0.192,0.157,0.093
130590,2004,569,283,286,442,213,229,80.92,0.809,0.777,0.745
130697,2004,728,385,343,649,300,349,90.65,0.907,0.891,0.875
130776,2004,755,382,373,120,53,67,17.54,0.175,0.159,0.142
130794,2004,1306,632,674,1161,589,572,90.51,0.905,0.889,0.874
130934,2004,687,400,287,133,23,110,27.5,0.275,0.194,0.08
130943,2004,3769,2173,1596,2131,776,1355,62.36,0.624,0.565,0.486
131159,2004,1210,776,434,902,306,596,76.8,0.768,0.745,0.705
131283,2004,719,387,332,429,182,247,63.82,0.638,0.597,0.548
131450,2004,227,121,106,18,8,10,8.26,0.083,0.079,0.075
131469,2004,2623,1441,1182,1957,830,1127,78.21,0.782,0.746,0.702
131496,2004,1523,855,668,1358,574,784,91.7,0.917,0.892,0.859
131520,2004,1445,987,458,691,151,540,54.71,0.547,0.478,0.33
132471,2004,553,349,204,101,29,72,20.63,0.206,0.183,0.142
132602,2004,818,503,315,118,29,89,17.69,0.177,0.144,0.092
132903,2004,5710,3041,2669,1986,723,1263,41.53,0.415,0.348,0.271
133492,2004,471,272,199,297,119,178,65.44,0.654,0.631,0.598
133553,2004,933,139,794,282,231,51,36.69,0.367,0.302,0.291
133650,2004,2105,1242,863,268,73,195,15.7,0.157,0.127,0.085
133669,2004,2278,1231,1047,364,122,242,19.66,0.197,0.16,0.117
133711,2004,500,296,204,250,98,152,51.35,0.514,0.5,0.48
133881,2004,551,181,370,218,132,86,47.51,0.475,0.396,0.357
133951,2004,3370,1906,1464,647,198,449,23.56,0.236,0.192,0.135
134079,2004,553,342,211,227,70,157,45.91,0.459,0.41,0.332
134097,2004,6198,3727,2471,3112,1029,2083,55.89,0.559,0.502,0.416
134130,2004,6621,3706,2915,3933,1418,2515,67.86,0.679,0.594,0.486
134945,2004,462,197,265,118,59,59,29.95,0.3,0.255,0.223
135726,2004,2025,1157,868,1381,551,830,71.74,0.717,0.682,0.635
136172,2004,2199,1252,947,447,116,331,26.44,0.264,0.203,0.122
136950,2004,486,284,202,285,116,169,59.51,0.595,0.586,0.574
137546,2004,598,354,244,303,100,203,57.34,0.573,0.507,0.41
138354,2004,859,475,384,168,57,111,23.37,0.234,0.196,0.148
138716,2004,602,399,203,98,22,76,19.05,0.19,0.163,0.108
138789,2004,776,449,327,70,21,49,10.91,0.109,0.09,0.064
139144,2004,514,349,165,261,76,185,53.01,0.53,0.508,0.461
139366,2004,972,584,388,116,31,85,14.55,0.146,0.119,0.08
139393,2004,260,156,104,123,41,82,52.56,0.526,0.473,0.394
139658,2004,1587,911,676,1044,436,608,66.74,0.667,0.658,0.645
139719,2004,456,227,229,66,18,48,21.15,0.212,0.145,0.079
139755,2004,2572,766,1806,845,514,331,43.21,0.432,0.329,0.285
139764,2004,359,247,112,40,6,34,13.77,0.138,0.111,0.054
139861,2004,918,582,336,322,90,232,39.86,0.399,0.351,0.268
139931,2004,2982,1393,1589,546,158,388,27.85,0.278,0.183,0.099
139940,2004,2272,1338,934,389,132,257,19.21,0.192,0.171,0.141
139959,2004,4500,2724,1776,2335,774,1561,57.31,0.573,0.519,0.436
140447,2004,632,373,259,270,90,180,48.26,0.483,0.427,0.347
140960,2004,568,316,252,73,22,51,16.14,0.161,0.129,0.087
140988,2004,226,128,98,95,31,64,50,0.5,0.42,0.316
141185,2004,161,98,63,67,20,47,47.96,0.48,0.416,0.317
141264,2004,1690,969,721,279,78,201,20.74,0.207,0.165,0.108
141334,2004,1702,976,726,202,67,135,13.83,0.138,0.119,0.092
141486,2004,247,167,80,62,21,41,24.55,0.246,0.251,0.262
141565,2004,412,225,187,50,18,32,14.22,0.142,0.121,0.096
141574,2004,1892,1039,853,325,109,216,20.79,0.208,0.172,0.128
142276,2004,983,522,461,63,18,45,8.62,0.086,0.064,0.039
142285,2004,1602,755,847,383,147,236,31.26,0.313,0.239,0.174
142461,2004,247,159,88,99,28,71,44.65,0.446,0.401,0.318
143084,2004,599,321,278,426,178,248,77.26,0.773,0.711,0.64
143288,2004,176,87,89,55,23,32,36.78,0.368,0.312,0.258
144005,2004,563,367,196,17,13,4,1.09,0.011,0.03,0.066
144281,2004,1744,873,871,449,217,232,26.58,0.266,0.257,0.249
144740,2004,2304,1367,937,1097,377,720,52.67,0.527,0.476,0.402
144892,2004,1725,1032,693,594,177,417,40.41,0.404,0.344,0.255
144962,2004,386,225,161,215,66,149,66.22,0.662,0.557,0.41
144971,2004,116,57,59,35,15,20,35.09,0.351,0.302,0.254
145600,2004,2671,1488,1183,681,278,403,27.08,0.271,0.255,0.235
145619,2004,301,151,150,121,53,68,45.03,0.45,0.402,0.353
145637,2004,7225,3555,3670,4848,2215,2633,74.06,0.741,0.671,0.604
145691,2004,258,136,122,135,49,86,63.24,0.632,0.523,0.402
145813,2004,2824,1739,1085,1280,392,888,51.06,0.511,0.453,0.361
146481,2004,405,247,158,257,83,174,70.45,0.705,0.635,0.525
146612,2004,509,275,234,186,81,105,38.18,0.382,0.365,0.346
146719,2004,1787,1176,611,856,296,560,47.62,0.476,0.479,0.484
146825,2004,152,74,78,37,17,20,27.03,0.27,0.243,0.218
147013,2004,337,134,203,122,55,67,50,0.5,0.362,0.271
147244,2004,530,302,228,268,99,169,55.96,0.56,0.506,0.434
147341,2004,389,227,162,169,59,110,48.46,0.485,0.434,0.364
147703,2004,2933,1585,1348,807,334,473,29.84,0.298,0.275,0.248
147767,2004,1914,1030,884,1652,728,924,89.71,0.897,0.863,0.824
147776,2004,972,580,392,37,7,30,5.17,0.052,0.038,0.018
147828,2004,699,427,272,338,97,241,56.44,0.564,0.484,0.357
148131,2004,228,124,104,75,27,48,38.71,0.387,0.329,0.26
148496,2004,271,181,90,156,41,115,63.54,0.635,0.576,0.456
148584,2004,157,94,63,64,21,43,45.74,0.457,0.408,0.333
148627,2004,406,259,147,130,44,86,33.2,0.332,0.32,0.299
149222,2004,2545,1053,1492,646,308,338,32.1,0.321,0.254,0.206
149231,2004,1695,986,709,485,162,323,32.76,0.328,0.286,0.228
149772,2004,2056,1025,1031,681,301,380,37.07,0.371,0.331,0.292
149781,2004,595,318,277,469,202,267,83.96,0.84,0.788,0.729
150066,2004,579,340,239,248,92,156,45.88,0.459,0.428,0.385
150136,2004,3662,1951,1711,1141,390,751,38.49,0.385,0.312,0.228
150145,2004,306,174,132,125,38,87,50,0.5,0.408,0.288
150163,2004,925,571,354,458,143,315,55.17,0.552,0.495,0.404
150400,2004,661,367,294,546,229,317,86.38,0.864,0.826,0.779
150534,2004,634,382,252,357,131,226,59.16,0.592,0.563,0.52
150668,2004,168,95,73,84,38,46,48.42,0.484,0.5,0.521
150941,2004,203,123,80,108,44,64,52.03,0.52,0.532,0.55
151102,2004,1553,859,694,103,29,74,8.61,0.086,0.066,0.042
151111,2004,2294,1371,923,226,80,146,10.65,0.107,0.099,0.087
151306,2004,2004,1196,808,269,71,198,16.56,0.166,0.134,0.088
151324,2004,1813,901,912,341,128,213,23.64,0.236,0.188,0.14
151333,2004,356,237,119,18,5,13,5.49,0.055,0.051,0.042
151342,2004,704,432,272,29,11,18,4.17,0.042,0.041,0.04
151351,2004,6300,3407,2893,3110,1273,1837,53.92,0.539,0.494,0.44
151360,2004,604,375,229,28,10,18,4.8,0.048,0.046,0.044
151379,2004,714,420,294,63,12,51,12.14,0.121,0.088,0.041
151388,2004,270,182,88,14,3,11,6.04,0.06,0.052,0.034
151777,2004,278,154,124,113,34,79,51.3,0.513,0.406,0.274
151786,2004,245,166,79,84,26,58,34.94,0.349,0.343,0.329
152080,2004,1987,947,1040,1789,914,875,92.4,0.924,0.9,0.879
152248,2004,954,492,462,55,24,31,6.3,0.063,0.058,0.052
152363,2004,246,145,101,128,37,91,62.76,0.628,0.52,0.366
152530,2004,476,265,211,334,134,200,75.47,0.755,0.702,0.635
152600,2004,746,376,370,446,201,245,65.16,0.652,0.598,0.543
153001,2004,331,173,158,150,63,87,50.29,0.503,0.453,0.399
153108,2004,441,223,218,260,118,142,63.68,0.637,0.59,0.541
153269,2004,782,462,320,408,162,246,53.25,0.532,0.522,0.506
153384,2004,434,237,197,363,155,208,87.76,0.878,0.836,0.787
153603,2004,3674,1618,2056,1348,572,776,47.96,0.48,0.367,0.278
153834,2004,661,387,274,435,183,252,65.12,0.651,0.658,0.668
154095,2004,1652,995,657,581,172,409,41.11,0.411,0.352,0.262
155089,2004,207,112,95,27,14,13,11.61,0.116,0.13,0.147
155317,2004,4182,2148,2034,1345,527,818,38.08,0.381,0.322,0.259
155335,2004,216,112,104,43,17,26,23.21,0.232,0.199,0.163
155399,2004,3282,1691,1591,823,270,553,32.7,0.327,0.251,0.17
155520,2004,249,117,132,84,40,44,37.61,0.376,0.337,0.303
155627,2004,79,30,49,23,11,12,40,0.4,0.291,0.224
155937,2004,136,52,84,36,19,17,32.69,0.327,0.265,0.226
156213,2004,302,183,119,160,68,92,50.27,0.503,0.53,0.571
156286,2004,407,271,136,225,58,167,61.62,0.616,0.553,0.426
156295,2004,400,209,191,201,84,117,55.98,0.56,0.502,0.44
156365,2004,381,178,203,102,39,63,35.39,0.354,0.268,0.192
156541,2004,418,190,228,104,36,68,35.79,0.358,0.249,0.158
156745,2004,354,192,162,205,73,132,68.75,0.688,0.579,0.451
157058,2004,346,196,150,37,8,29,14.8,0.148,0.107,0.053
157076,2004,210,93,117,64,25,39,41.94,0.419,0.305,0.214
157085,2004,3935,2097,1838,1276,486,790,37.67,0.377,0.324,0.264
157289,2004,2303,1197,1106,489,164,325,27.15,0.272,0.212,0.148
157386,2004,1307,737,570,125,39,86,11.67,0.117,0.096,0.068
157401,2004,1414,804,610,531,176,355,44.15,0.442,0.376,0.289
157447,2004,1915,1123,792,151,43,108,9.62,0.096,0.079,0.054
157535,2004,175,103,72,31,8,23,22.33,0.223,0.177,0.111
157951,2004,2918,1647,1271,456,155,301,18.28,0.183,0.156,0.122
158477,2004,282,190,92,145,42,103,54.21,0.542,0.514,0.457
159009,2004,1132,675,457,115,33,82,12.15,0.122,0.102,0.072
159391,2004,5692,3099,2593,1492,539,953,30.75,0.308,0.262,0.208
159647,2004,1644,730,914,432,189,243,33.29,0.333,0.263,0.207
159717,2004,1603,923,680,196,61,135,14.63,0.146,0.122,0.09
159966,2004,1574,939,635,146,44,102,10.86,0.109,0.093,0.069
160038,2004,1793,1084,709,187,55,132,12.18,0.122,0.104,0.078
160612,2004,2137,1250,887,210,68,142,11.36,0.114,0.098,0.077
160621,2004,1575,931,644,115,30,85,9.13,0.091,0.073,0.047
160658,2004,2643,1517,1126,345,101,244,16.08,0.161,0.131,0.09
161004,2004,470,235,235,421,212,209,88.94,0.889,0.896,0.902
161226,2004,510,342,168,196,46,150,43.86,0.439,0.384,0.274
161235,2004,166,85,81,17,2,15,17.65,0.176,0.102,0.025
161244,2004,80,54,26,14,3,11,20.37,0.204,0.175,0.115
161253,2004,1607,777,830,550,236,314,40.41,0.404,0.342,0.284
161554,2004,871,524,347,146,39,107,20.42,0.204,0.168,0.112
162007,2004,627,408,219,94,16,78,19.12,0.191,0.15,0.073
162210,2004,208,130,78,26,4,22,16.92,0.169,0.125,0.051
162283,2004,588,446,142,27,5,22,4.93,0.049,0.046,0.035
162584,2004,955,427,528,207,78,129,30.21,0.302,0.217,0.148
162654,2004,401,270,131,241,62,179,66.3,0.663,0.601,0.473
162760,2004,242,189,53,160,31,129,68.25,0.682,0.661,0.585
162928,2004,1127,525,602,928,480,448,85.33,0.853,0.823,0.797
163046,2004,951,579,372,726,277,449,77.55,0.775,0.763,0.745
163268,2004,1403,560,843,472,249,223,39.82,0.398,0.336,0.295
163286,2004,4174,2055,2119,2607,1173,1434,69.78,0.698,0.625,0.554
163453,2004,1336,750,586,153,32,121,16.13,0.161,0.115,0.055
163462,2004,391,243,148,270,99,171,70.37,0.704,0.691,0.669
163851,2004,981,536,445,457,148,309,57.65,0.577,0.466,0.333
163912,2004,431,233,198,303,122,181,77.68,0.777,0.703,0.616
164076,2004,2082,1376,706,835,229,606,44.04,0.44,0.401,0.324
164173,2004,561,378,183,252,81,171,45.24,0.452,0.449,0.443
164216,2004,304,185,119,205,71,134,72.43,0.724,0.674,0.597
164270,2004,357,196,161,237,100,137,69.9,0.699,0.664,0.621
164447,2004,321,167,154,83,35,48,28.74,0.287,0.259,0.227
164492,2004,189,107,82,69,32,37,34.58,0.346,0.365,0.39
164562,2004,633,364,269,447,170,277,76.1,0.761,0.706,0.632
165015,2004,761,417,344,655,287,368,88.25,0.883,0.861,0.834
165024,2004,1266,713,553,306,99,207,29.03,0.29,0.242,0.179
165334,2004,523,328,195,383,137,246,75,0.75,0.732,0.703
165662,2004,700,402,298,533,242,291,72.39,0.724,0.761,0.812
165671,2004,455,332,123,237,58,179,53.92,0.539,0.521,0.472
165820,2004,713,386,327,153,52,101,26.17,0.262,0.215,0.159
165866,2004,642,434,208,187,49,138,31.8,0.318,0.291,0.236
165936,2004,401,264,137,235,75,160,60.61,0.606,0.586,0.547
166027,2004,1638,823,815,1427,688,739,89.79,0.898,0.871,0.844
166124,2004,703,389,314,635,274,361,92.8,0.928,0.903,0.873
166513,2004,996,333,663,286,134,152,45.65,0.456,0.287,0.202
166629,2004,4311,2126,2185,2196,968,1228,57.76,0.578,0.509,0.443
166638,2004,543,323,220,61,12,49,15.17,0.152,0.112,0.055
166683,2004,1076,457,619,909,507,402,87.96,0.88,0.845,0.819
167288,2004,263,161,102,99,28,71,44.1,0.441,0.376,0.275
167987,2004,1456,715,741,416,147,269,37.62,0.376,0.286,0.198
167996,2004,614,384,230,494,171,323,84.11,0.841,0.805,0.743
168005,2004,1014,589,425,350,123,227,38.54,0.385,0.345,0.289
168148,2004,1273,635,638,1101,537,564,88.82,0.888,0.865,0.842
168254,2004,798,302,496,353,197,156,51.66,0.517,0.442,0.397
168281,2004,443,280,163,310,114,196,70,0.7,0.7,0.699
168342,2004,532,272,260,484,234,250,91.91,0.919,0.91,0.9
168546,2004,559,310,249,358,149,209,67.42,0.674,0.64,0.598
168786,2004,316,199,117,119,45,74,37.19,0.372,0.377,0.385
169080,2004,899,467,432,524,245,279,59.74,0.597,0.583,0.567
169798,2004,2281,1329,952,280,85,195,14.67,0.147,0.123,0.089
169910,2004,1924,834,1090,127,60,67,8.03,0.08,0.066,0.055
170082,2004,3324,2123,1201,875,270,605,28.5,0.285,0.263,0.225
170301,2004,780,463,317,531,194,337,72.79,0.728,0.681,0.612
170532,2004,310,188,122,240,86,154,81.91,0.819,0.774,0.705
170639,2004,527,242,285,67,27,40,16.53,0.165,0.127,0.095
170976,2004,6016,3033,2983,4334,1990,2344,77.28,0.773,0.72,0.667
171100,2004,7426,4073,3353,3531,1334,2197,53.94,0.539,0.475,0.398
171128,2004,1219,243,976,327,221,106,43.62,0.436,0.268,0.226
171137,2004,656,311,345,106,45,61,19.61,0.196,0.162,0.13
171146,2004,474,293,181,53,17,36,12.29,0.123,0.112,0.094
171599,2004,198,72,126,51,26,25,34.72,0.347,0.258,0.206
172051,2004,1209,720,489,129,32,97,13.47,0.135,0.107,0.065
172699,2004,3725,1872,1853,802,301,501,26.76,0.268,0.215,0.162
173160,2004,669,386,283,385,160,225,58.29,0.583,0.575,0.565
173258,2004,487,263,224,432,195,237,90.11,0.901,0.887,0.871
173328,2004,176,102,74,64,24,40,39.22,0.392,0.364,0.324
173647,2004,651,361,290,468,221,247,68.42,0.684,0.719,0.762
173902,2004,485,284,201,410,164,246,86.62,0.866,0.845,0.816
174066,2004,5562,3081,2481,2549,994,1555,50.47,0.505,0.458,0.401
174233,2004,2205,1153,1052,568,208,360,31.22,0.312,0.258,0.198
174251,2004,383,235,148,205,73,132,56.17,0.562,0.535,0.493
174491,2004,409,245,164,194,67,127,51.84,0.518,0.474,0.409
174792,2004,512,0,512,338,338,0,NA,NA,0.66,0.66
174844,2004,777,446,331,631,258,373,83.63,0.836,0.812,0.779
174899,2004,437,300,137,227,66,161,53.67,0.537,0.519,0.482
174914,2004,1161,608,553,710,312,398,65.46,0.655,0.612,0.564
175342,2004,572,309,263,116,33,83,26.86,0.269,0.203,0.125
175421,2004,237,144,93,94,28,66,45.83,0.458,0.397,0.301
175616,2004,381,211,170,76,24,52,24.64,0.246,0.199,0.141
175856,2004,995,587,408,200,50,150,25.55,0.256,0.201,0.123
175980,2004,278,136,142,170,83,87,63.97,0.64,0.612,0.585
176017,2004,2248,1185,1063,761,292,469,39.58,0.396,0.339,0.275
176035,2004,242,207,35,55,1,54,26.09,0.261,0.227,0.029
176044,2004,372,184,188,51,15,36,19.57,0.196,0.137,0.08
176080,2004,1735,829,906,492,193,299,36.07,0.361,0.284,0.213
176406,2004,278,190,88,68,16,52,27.37,0.274,0.245,0.182
176628,2004,129,88,41,39,3,36,40.91,0.409,0.302,0.073
176947,2004,193,86,107,64,21,43,50,0.5,0.332,0.196
176965,2004,1434,798,636,369,120,249,31.2,0.312,0.257,0.189
177418,2004,190,132,58,52,16,36,27.27,0.273,0.274,0.276
178059,2004,313,248,65,160,29,131,52.82,0.528,0.511,0.446
178341,2004,695,368,327,97,33,64,17.39,0.174,0.14,0.101
178387,2004,1021,573,448,109,26,83,14.49,0.145,0.107,0.058
178396,2004,4625,2442,2183,1993,765,1228,50.29,0.503,0.431,0.35
178402,2004,904,540,364,160,50,110,20.37,0.204,0.177,0.137
178411,2004,836,169,667,211,162,49,28.99,0.29,0.252,0.243
178420,2004,398,235,163,82,25,57,24.26,0.243,0.206,0.153
178615,2004,1477,872,605,631,228,403,46.22,0.462,0.427,0.377
179043,2004,305,176,129,184,76,108,61.36,0.614,0.603,0.589
179159,2004,1456,864,592,892,336,556,64.35,0.643,0.613,0.568
179557,2004,1386,823,563,334,98,236,28.68,0.287,0.241,0.174
179566,2004,2663,1572,1091,755,234,521,33.14,0.331,0.284,0.214
179867,2004,1436,725,711,1233,592,641,88.41,0.884,0.859,0.833
179894,2004,448,256,192,229,89,140,54.69,0.547,0.511,0.464
179946,2004,231,108,123,105,54,51,47.22,0.472,0.455,0.439
180179,2004,502,338,164,64,18,46,13.61,0.136,0.127,0.11
180461,2004,1998,836,1162,341,159,182,21.77,0.218,0.171,0.137
180522,2004,175,57,118,19,12,7,12.28,0.123,0.109,0.102
180984,2004,278,146,132,103,28,75,51.37,0.514,0.371,0.212
181002,2004,968,584,384,633,246,387,66.27,0.663,0.654,0.641
181020,2004,303,172,131,162,67,95,55.23,0.552,0.535,0.511
181127,2004,289,140,149,152,60,92,65.71,0.657,0.526,0.403
181215,2004,1061,589,472,238,85,153,25.98,0.26,0.224,0.18
181394,2004,1577,878,699,201,78,123,14.01,0.14,0.127,0.112
181446,2004,428,238,190,223,101,122,51.26,0.513,0.521,0.532
181464,2004,3236,1559,1677,950,394,556,35.66,0.357,0.294,0.235
181534,2004,217,114,103,21,5,16,14.04,0.14,0.097,0.049
181783,2004,552,310,242,128,39,89,28.71,0.287,0.232,0.161
182281,2004,3108,1760,1348,428,134,294,16.7,0.167,0.138,0.099
182290,2004,2132,1157,975,289,104,185,15.99,0.16,0.136,0.107
182634,2004,263,179,84,140,42,98,54.75,0.547,0.532,0.5
182795,2004,568,285,283,232,97,135,47.37,0.474,0.408,0.343
183062,2004,1068,649,419,425,148,277,42.68,0.427,0.398,0.353
183080,2004,1052,524,528,356,156,200,38.17,0.382,0.338,0.295
183239,2004,516,284,232,370,149,221,77.82,0.778,0.717,0.642
183822,2004,361,233,128,32,14,18,7.73,0.077,0.089,0.109
183974,2004,258,169,89,123,38,85,50.3,0.503,0.477,0.427
184348,2004,418,243,175,264,98,166,68.31,0.683,0.632,0.56
184603,2004,504,282,222,150,61,89,31.56,0.316,0.298,0.275
184612,2004,232,170,62,38,13,25,14.71,0.147,0.164,0.21
184782,2004,1247,622,625,546,255,291,46.78,0.468,0.438,0.408
185129,2004,512,300,212,40,12,28,9.33,0.093,0.078,0.057
185572,2004,946,514,432,341,120,221,43,0.43,0.36,0.278
185590,2004,1737,1015,722,534,164,370,36.45,0.365,0.307,0.227
185828,2004,663,130,533,108,74,34,26.15,0.262,0.163,0.139
186131,2004,1170,548,622,1054,549,505,92.15,0.922,0.901,0.883
186201,2004,746,451,295,486,165,321,71.18,0.712,0.651,0.559
186283,2004,890,514,376,456,190,266,51.75,0.517,0.512,0.505
186584,2004,1234,672,562,626,269,357,53.12,0.531,0.507,0.479
186876,2004,819,435,384,331,127,204,46.9,0.469,0.404,0.331
187134,2004,1230,681,549,876,357,519,76.21,0.762,0.712,0.65
187444,2004,1430,801,629,245,85,160,19.98,0.2,0.171,0.135
187985,2004,3018,1720,1298,370,98,272,15.81,0.158,0.123,0.076
188030,2004,2061,1125,936,260,92,168,14.93,0.149,0.126,0.098
188429,2004,801,549,252,463,119,344,62.66,0.627,0.578,0.472
188641,2004,505,226,279,218,99,119,52.65,0.526,0.432,0.355
190044,2004,658,142,516,364,275,89,62.68,0.627,0.553,0.533
190099,2004,738,396,342,616,277,339,85.61,0.856,0.835,0.81
190150,2004,1366,632,734,1133,604,529,83.7,0.837,0.829,0.823
190248,2004,143,61,82,38,13,25,40.98,0.41,0.266,0.159
190415,2004,3051,1494,1557,2621,1289,1332,89.16,0.892,0.859,0.828
190512,2004,1693,865,828,569,233,336,38.84,0.388,0.336,0.281
190549,2004,1170,653,517,268,90,178,27.26,0.273,0.229,0.174
190558,2004,2020,1147,873,67,12,55,4.8,0.048,0.033,0.014
190567,2004,1168,531,637,106,45,61,11.49,0.115,0.091,0.071
190594,2004,1824,1235,589,312,81,231,18.7,0.187,0.171,0.138
190637,2004,852,571,281,100,27,73,12.78,0.128,0.117,0.096
190664,2004,1352,815,537,352,102,250,30.67,0.307,0.26,0.19
190691,2004,727,453,274,27,8,19,4.19,0.042,0.037,0.029
190725,2004,264,198,66,62,11,51,25.76,0.258,0.235,0.167
191241,2004,1674,997,677,1269,486,783,78.54,0.785,0.758,0.718
191515,2004,457,236,221,385,180,205,86.86,0.869,0.842,0.814
191533,2004,409,219,190,189,80,109,49.77,0.498,0.462,0.421
191630,2004,482,255,227,337,142,195,76.47,0.765,0.699,0.626
191649,2004,1713,885,828,750,303,447,50.51,0.505,0.438,0.366
191676,2004,320,212,108,186,56,130,61.32,0.613,0.581,0.519
191931,2004,854,458,396,448,175,273,59.61,0.596,0.525,0.442
191968,2004,1458,831,627,1013,411,602,72.44,0.724,0.695,0.656
192192,2004,245,170,75,120,29,91,53.53,0.535,0.49,0.387
192323,2004,473,277,196,305,115,190,68.59,0.686,0.645,0.587
192439,2004,912,629,283,39,12,27,4.29,0.043,0.043,0.042
192703,2004,657,343,314,420,182,238,69.39,0.694,0.639,0.58
192749,2004,450,312,138,261,78,183,58.65,0.587,0.58,0.565
192819,2004,955,536,419,699,282,417,77.8,0.778,0.732,0.673
192925,2004,296,179,117,85,36,49,27.37,0.274,0.287,0.308
193016,2004,649,421,228,79,18,61,14.49,0.145,0.122,0.079
193292,2004,311,231,80,105,17,88,38.1,0.381,0.338,0.212
193353,2004,419,314,105,180,45,135,42.99,0.43,0.43,0.429
193399,2004,355,229,126,166,53,113,49.34,0.493,0.468,0.421
193584,2004,449,335,114,285,60,225,67.16,0.672,0.635,0.526
193645,2004,952,815,137,152,11,141,17.3,0.173,0.16,0.08
193654,2004,815,612,203,371,86,285,46.57,0.466,0.455,0.424
193900,2004,4568,2792,1776,2860,1121,1739,62.29,0.623,0.626,0.631
193973,2004,725,467,258,443,141,302,64.67,0.647,0.611,0.547
194161,2004,260,162,98,78,29,49,30.25,0.302,0.3,0.296
194310,2004,1437,900,537,577,194,383,42.56,0.426,0.402,0.361
194824,2004,1079,259,820,696,521,175,67.57,0.676,0.645,0.635
195003,2004,2233,562,1671,577,316,261,46.44,0.464,0.258,0.189
195030,2004,1083,496,587,808,409,399,80.44,0.804,0.746,0.697
195164,2004,574,304,270,305,134,171,56.25,0.562,0.531,0.496
195173,2004,473,228,245,148,67,81,35.53,0.355,0.313,0.273
195216,2004,566,298,268,444,203,241,80.87,0.809,0.784,0.757
195234,2004,563,408,155,387,91,296,72.55,0.726,0.687,0.587
195243,2004,349,168,181,112,56,56,33.33,0.333,0.321,0.309
195304,2004,329,253,76,233,50,183,72.33,0.723,0.708,0.658
195474,2004,715,412,303,532,212,320,77.67,0.777,0.744,0.7
195526,2004,676,383,293,539,229,310,80.94,0.809,0.797,0.782
195544,2004,593,420,173,311,68,243,57.86,0.579,0.524,0.393
195809,2004,2996,1696,1300,1035,384,651,38.38,0.384,0.345,0.295
196413,2004,2662,1505,1157,1907,766,1141,75.81,0.758,0.716,0.662
196592,2004,1863,1278,585,246,86,160,12.52,0.125,0.132,0.147
197045,2004,484,248,236,143,68,75,30.24,0.302,0.295,0.288
197133,2004,654,419,235,586,198,388,92.6,0.926,0.896,0.843
197869,2004,2507,1247,1260,941,357,584,46.83,0.468,0.375,0.283
197984,2004,174,96,78,47,20,27,28.12,0.281,0.27,0.256
198385,2004,462,238,224,410,192,218,91.6,0.916,0.887,0.857
198464,2004,3451,2143,1308,1009,294,715,33.36,0.334,0.292,0.225
198507,2004,554,295,259,107,30,77,26.1,0.261,0.193,0.116
