unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr,womengradrate4yr,gradrate4yr,mengradrate4yr
193016,2003,611,379,232,58,10,48,12.66,0.127,0.095,0.043
193292,2003,262,185,77,89,29,60,32.43,0.324,0.34,0.377
193353,2003,347,246,101,137,31,106,43.09,0.431,0.395,0.307
193399,2003,336,272,64,136,13,123,45.22,0.452,0.405,0.203
193584,2003,383,284,99,236,54,182,64.08,0.641,0.616,0.545
193645,2003,769,668,101,121,5,116,17.37,0.174,0.157,0.05
193654,2003,581,409,172,288,81,207,50.61,0.506,0.496,0.471
193900,2003,4203,2563,1640,2664,1069,1595,62.23,0.622,0.634,0.652
193973,2003,686,417,269,403,152,251,60.19,0.602,0.587,0.565
194161,2003,267,166,101,79,26,53,31.93,0.319,0.296,0.257
194310,2003,1553,997,556,653,214,439,44.03,0.44,0.42,0.385
194824,2003,1341,320,1021,856,626,230,71.88,0.719,0.638,0.613
195003,2003,2121,567,1554,538,286,252,44.44,0.444,0.254,0.184
195030,2003,1086,508,578,747,368,379,74.61,0.746,0.688,0.637
195164,2003,595,292,303,296,135,161,55.14,0.551,0.497,0.446
195173,2003,428,224,204,71,18,53,23.66,0.237,0.166,0.088
195216,2003,565,296,269,444,196,248,83.78,0.838,0.786,0.729
195234,2003,531,397,134,277,52,225,56.68,0.567,0.522,0.388
195243,2003,343,188,155,97,39,58,30.85,0.308,0.283,0.252
195304,2003,322,234,88,218,63,155,66.24,0.662,0.677,0.716
195474,2003,759,438,321,519,204,315,71.92,0.719,0.684,0.636
195526,2003,642,377,265,527,208,319,84.62,0.846,0.821,0.785
195544,2003,96,80,16,67,10,57,71.25,0.713,0.698,0.625
195809,2003,2966,1749,1217,1058,381,677,38.71,0.387,0.357,0.313
196413,2003,2628,1501,1127,1914,755,1159,77.22,0.772,0.728,0.67
196592,2003,1967,1343,624,247,74,173,12.88,0.129,0.126,0.119
197045,2003,447,254,193,169,70,99,38.98,0.39,0.378,0.363
197133,2003,631,367,264,554,226,328,89.37,0.894,0.878,0.856
197869,2003,2462,1216,1246,920,360,560,46.05,0.46,0.374,0.289
197984,2003,147,70,77,48,25,23,32.86,0.329,0.327,0.325
198385,2003,489,237,252,435,218,217,91.56,0.916,0.89,0.865
198464,2003,3458,2117,1341,1035,293,742,35.05,0.35,0.299,0.218
198507,2003,459,258,201,104,36,68,26.36,0.264,0.227,0.179
198516,2003,1227,775,452,875,294,581,74.97,0.75,0.713,0.65
198835,2003,308,178,130,124,45,79,44.38,0.444,0.403,0.346
198969,2003,384,120,264,58,26,32,26.67,0.267,0.151,0.098
199102,2003,2221,1176,1045,389,104,285,24.23,0.242,0.175,0.1
199111,2003,590,332,258,170,45,125,37.65,0.376,0.288,0.174
199120,2003,3511,2068,1443,2535,945,1590,76.89,0.769,0.722,0.655
199139,2003,2472,1291,1181,630,244,386,29.9,0.299,0.255,0.207
199148,2003,2039,1422,617,577,123,454,31.93,0.319,0.283,0.199
199157,2003,1025,679,346,190,32,158,23.27,0.233,0.185,0.092
199193,2003,3915,1665,2250,1595,734,861,51.71,0.517,0.407,0.326
199218,2003,1764,1133,631,783,227,556,49.07,0.491,0.444,0.36
199281,2003,792,415,377,130,45,85,20.48,0.205,0.164,0.119
199306,2003,158,86,72,56,20,36,41.86,0.419,0.354,0.278
199412,2003,252,186,66,127,34,93,50,0.5,0.504,0.515
199582,2003,542,238,304,46,15,31,13.03,0.13,0.085,0.049
199643,2003,469,249,220,79,31,48,19.28,0.193,0.168,0.141
199847,2003,984,507,477,834,386,448,88.36,0.884,0.848,0.809
199962,2003,372,198,174,160,55,105,53.03,0.53,0.43,0.316
199999,2003,883,580,303,124,25,99,17.07,0.171,0.14,0.083
200004,2003,1485,739,746,394,138,256,34.64,0.346,0.265,0.185
200059,2003,383,201,182,42,14,28,13.93,0.139,0.11,0.077
200156,2003,261,142,119,82,27,55,38.73,0.387,0.314,0.227
200217,2003,390,226,164,147,36,111,49.12,0.491,0.377,0.22
200226,2003,135,70,65,26,9,17,24.29,0.243,0.193,0.138
200253,2003,435,252,183,70,16,54,21.43,0.214,0.161,0.087
200280,2003,2213,1039,1174,511,244,267,25.7,0.257,0.231,0.208
200332,2003,1944,902,1042,423,178,245,27.16,0.272,0.218,0.171
200572,2003,159,71,88,36,15,21,29.58,0.296,0.226,0.17
201104,2003,605,379,226,275,76,199,52.51,0.525,0.455,0.336
201371,2003,236,143,93,133,51,82,57.34,0.573,0.564,0.548
201548,2003,565,352,213,284,100,184,52.27,0.523,0.503,0.469
201645,2003,874,350,524,552,292,260,74.29,0.743,0.632,0.557
201690,2003,542,277,265,43,10,33,11.91,0.119,0.079,0.038
202134,2003,925,463,462,65,34,31,6.7,0.067,0.07,0.074
202480,2003,1858,956,902,1084,431,653,68.31,0.683,0.583,0.478
202523,2003,629,358,271,502,199,303,84.64,0.846,0.798,0.734
202763,2003,671,441,230,260,72,188,42.63,0.426,0.387,0.313
203085,2003,298,142,156,116,43,73,51.41,0.514,0.389,0.276
203128,2003,236,127,109,151,59,92,72.44,0.724,0.64,0.541
203368,2003,859,453,406,543,226,317,69.98,0.7,0.632,0.557
203517,2003,3746,2293,1453,895,266,629,27.43,0.274,0.239,0.183
203535,2003,453,247,206,386,176,210,85.02,0.85,0.852,0.854
203580,2003,120,86,34,41,13,28,32.56,0.326,0.342,0.382
203775,2003,389,238,151,173,48,125,52.52,0.525,0.445,0.318
203845,2003,376,168,208,160,70,90,53.57,0.536,0.426,0.337
204024,2003,3362,1844,1518,2371,1002,1369,74.24,0.742,0.705,0.66
204185,2003,579,276,303,287,114,173,62.68,0.627,0.496,0.376
204194,2003,373,221,152,137,51,86,38.91,0.389,0.367,0.336
204617,2003,296,191,105,88,27,61,31.94,0.319,0.297,0.257
204796,2003,6347,3201,3146,2938,1132,1806,56.42,0.564,0.463,0.36
204857,2003,3587,2026,1561,1722,638,1084,53.5,0.535,0.48,0.409
206330,2003,216,72,144,27,6,21,29.17,0.292,0.125,0.042
206589,2003,552,281,271,373,169,204,72.6,0.726,0.676,0.624
206604,2003,2272,1312,960,78,16,62,4.73,0.047,0.034,0.017
206622,2003,786,428,358,526,230,296,69.16,0.692,0.669,0.642
206695,2003,1976,1048,928,207,73,134,12.79,0.128,0.105,0.079
206914,2003,667,375,292,34,15,19,5.07,0.051,0.051,0.051
207209,2003,553,256,297,23,9,14,5.47,0.055,0.042,0.03
207306,2003,308,139,169,45,20,25,17.99,0.18,0.146,0.118
207324,2003,356,199,157,99,38,61,30.65,0.306,0.278,0.242
207388,2003,3128,1666,1462,958,336,622,37.33,0.373,0.306,0.23
207500,2003,3729,1921,1808,1100,406,694,36.13,0.361,0.295,0.225
207722,2003,282,172,110,54,11,43,25,0.25,0.191,0.1
207847,2003,651,339,312,70,27,43,12.68,0.127,0.108,0.087
207865,2003,980,492,488,119,38,81,16.46,0.165,0.121,0.078
208822,2003,336,203,133,177,73,104,51.23,0.512,0.527,0.549
209056,2003,493,308,185,352,127,225,73.05,0.731,0.714,0.686
209065,2003,448,243,205,286,101,185,76.13,0.761,0.638,0.493
209542,2003,2862,1371,1491,811,321,490,35.74,0.357,0.283,0.215
209551,2003,2826,1594,1232,1300,519,781,49,0.49,0.46,0.421
209612,2003,303,174,129,158,58,100,57.47,0.575,0.521,0.45
209807,2003,1264,668,596,159,55,104,15.57,0.156,0.126,0.092
209922,2003,297,153,144,169,74,95,62.09,0.621,0.569,0.514
210146,2003,896,497,399,158,51,107,21.53,0.215,0.176,0.128
210401,2003,541,312,229,383,143,240,76.92,0.769,0.708,0.624
210429,2003,903,555,348,144,37,107,19.28,0.193,0.159,0.106
210571,2003,456,259,197,252,96,156,60.23,0.602,0.553,0.487
210669,2003,478,234,244,317,143,174,74.36,0.744,0.663,0.586
210775,2003,278,165,113,99,32,67,40.61,0.406,0.356,0.283
211088,2003,489,360,129,259,77,182,50.56,0.506,0.53,0.597
211158,2003,1665,1000,665,677,201,476,47.6,0.476,0.407,0.302
211291,2003,906,462,444,794,374,420,90.91,0.909,0.876,0.842
211352,2003,401,270,131,184,55,129,47.78,0.478,0.459,0.42
211361,2003,982,520,462,251,105,146,28.08,0.281,0.256,0.227
211431,2003,236,229,7,71,3,68,29.69,0.297,0.301,0.429
211440,2003,1338,528,810,903,532,371,70.27,0.703,0.675,0.657
211468,2003,233,233,0,105,0,105,45.06,0.451,0.451,NA
211556,2003,74,74,0,38,0,38,51.35,0.514,0.514,NA
211583,2003,188,125,63,66,19,47,37.6,0.376,0.351,0.302
211608,2003,378,208,170,51,13,38,18.27,0.183,0.135,0.076
211644,2003,1219,729,490,366,113,253,34.71,0.347,0.3,0.231
211981,2003,438,198,240,164,70,94,47.47,0.475,0.374,0.292
212009,2003,624,356,268,496,205,291,81.74,0.817,0.795,0.765
212054,2003,1980,768,1212,486,176,310,40.36,0.404,0.245,0.145
212106,2003,1485,899,586,774,283,491,54.62,0.546,0.521,0.483
212115,2003,1076,650,426,394,107,287,44.15,0.442,0.366,0.251
212133,2003,438,298,140,242,74,168,56.38,0.564,0.553,0.529
212160,2003,1392,818,574,304,103,201,24.57,0.246,0.218,0.179
212197,2003,495,326,169,328,100,228,69.94,0.699,0.663,0.592
212577,2003,503,233,270,398,198,200,85.84,0.858,0.791,0.733
212601,2003,587,339,248,246,91,155,45.72,0.457,0.419,0.367
212832,2003,322,245,77,105,26,79,32.24,0.322,0.326,0.338
212911,2003,313,164,149,275,132,143,87.2,0.872,0.879,0.886
213020,2003,2847,1669,1178,822,242,580,34.75,0.348,0.289,0.205
213251,2003,381,200,181,284,135,149,74.5,0.745,0.745,0.746
213321,2003,448,166,282,284,164,120,72.29,0.723,0.634,0.582
213349,2003,1825,1035,790,549,158,391,37.78,0.378,0.301,0.2
213358,2003,174,124,50,58,13,45,36.29,0.363,0.333,0.26
213367,2003,809,423,386,461,204,257,60.76,0.608,0.57,0.528
213385,2003,584,268,316,502,267,235,87.69,0.877,0.86,0.845
213507,2003,429,231,198,292,119,173,74.89,0.749,0.681,0.601
213543,2003,1124,448,676,854,487,367,81.92,0.819,0.76,0.72
213613,2003,1145,657,488,316,104,212,32.27,0.323,0.276,0.213
213668,2003,381,226,155,254,97,157,69.47,0.695,0.667,0.626
213783,2003,690,403,287,179,74,105,26.05,0.26,0.259,0.258
213826,2003,277,199,78,152,34,118,59.3,0.593,0.549,0.436
213996,2003,735,463,272,529,189,340,73.43,0.734,0.72,0.695
214041,2003,1334,754,580,478,159,319,42.31,0.423,0.358,0.274
214069,2003,313,233,80,206,49,157,67.38,0.674,0.658,0.613
214157,2003,379,239,140,270,90,180,75.31,0.753,0.712,0.643
214175,2003,589,354,235,485,179,306,86.44,0.864,0.823,0.762
214272,2003,510,327,183,209,72,137,41.9,0.419,0.41,0.393
214777,2003,6035,3058,2977,3747,1598,2149,70.27,0.703,0.621,0.537
215062,2003,2378,1221,1157,2082,992,1090,89.27,0.893,0.876,0.857
215743,2003,332,200,132,174,63,111,55.5,0.555,0.524,0.477
215798,2003,362,196,166,221,91,130,66.33,0.663,0.61,0.548
215929,2003,974,538,436,716,307,409,76.02,0.76,0.735,0.704
216010,2003,1485,742,743,666,271,395,53.23,0.532,0.448,0.365
216038,2003,1465,803,662,455,158,297,36.99,0.37,0.311,0.239
216287,2003,368,198,170,316,141,175,88.38,0.884,0.859,0.829
216339,2003,3590,2106,1484,1232,459,773,36.7,0.367,0.343,0.309
216524,2003,453,233,220,356,163,193,82.83,0.828,0.786,0.741
216694,2003,327,157,170,157,70,87,55.41,0.554,0.48,0.412
216764,2003,1723,1119,604,685,152,533,47.63,0.476,0.398,0.252
216807,2003,337,206,131,200,61,139,67.48,0.675,0.593,0.466
216852,2003,578,286,292,237,90,147,51.4,0.514,0.41,0.308
216931,2003,509,235,274,254,107,147,62.55,0.625,0.499,0.391
217059,2003,1013,541,472,425,171,254,46.95,0.47,0.42,0.362
217156,2003,1392,736,656,1192,539,653,88.72,0.887,0.856,0.822
217402,2003,975,561,414,823,339,484,86.27,0.863,0.844,0.819
217536,2003,571,401,170,361,91,270,67.33,0.673,0.632,0.535
217776,2003,160,100,60,41,17,24,24,0.24,0.256,0.283
217819,2003,1868,1229,639,896,251,645,52.48,0.525,0.48,0.393
217882,2003,2748,1293,1455,1379,535,844,65.27,0.653,0.502,0.368
217998,2003,176,102,74,111,43,68,66.67,0.667,0.631,0.581
218061,2003,765,447,318,153,48,105,23.49,0.235,0.2,0.151
218229,2003,541,356,185,139,30,109,30.62,0.306,0.257,0.162
218238,2003,176,98,78,35,15,20,20.41,0.204,0.199,0.192
218399,2003,276,168,108,46,9,37,22.02,0.22,0.167,0.083
218414,2003,203,69,134,64,36,28,40.58,0.406,0.315,0.269
218663,2003,3441,1949,1492,1578,586,992,50.9,0.509,0.459,0.393
218724,2003,1266,618,648,283,109,174,28.16,0.282,0.224,0.168
218733,2003,794,453,341,106,33,73,16.11,0.161,0.134,0.097
218742,2003,684,450,234,139,35,104,23.11,0.231,0.203,0.15
218973,2003,330,163,167,255,127,128,78.53,0.785,0.773,0.76
219000,2003,424,281,143,217,61,156,55.52,0.555,0.512,0.427
219046,2003,653,409,244,62,17,45,11,0.11,0.095,0.07
219082,2003,290,120,170,43,18,25,20.83,0.208,0.148,0.106
219198,2003,158,113,45,33,11,22,19.47,0.195,0.209,0.244
219259,2003,380,210,170,59,16,43,20.48,0.205,0.155,0.094
219356,2003,1993,957,1036,427,176,251,26.23,0.262,0.214,0.17
219471,2003,982,539,443,186,76,110,20.41,0.204,0.189,0.172
219602,2003,967,609,358,118,33,85,13.96,0.14,0.122,0.092
219709,2003,599,360,239,312,110,202,56.11,0.561,0.521,0.46
219718,2003,129,59,70,27,10,17,28.81,0.288,0.209,0.143
219949,2003,149,76,73,24,9,15,19.74,0.197,0.161,0.123
220075,2003,1563,921,642,301,99,202,21.93,0.219,0.193,0.154
220215,2003,374,211,163,138,53,85,40.28,0.403,0.369,0.325
220613,2003,646,393,253,197,66,131,33.33,0.333,0.305,0.261
220631,2003,183,129,54,33,7,26,20.16,0.202,0.18,0.13
220710,2003,293,140,153,133,51,82,58.57,0.586,0.454,0.333
221351,2003,456,274,182,343,140,203,74.09,0.741,0.752,0.769
221519,2003,426,239,187,318,142,176,73.64,0.736,0.746,0.759
221731,2003,106,63,43,33,4,29,46.03,0.46,0.311,0.093
221847,2003,1374,577,797,300,133,167,28.94,0.289,0.218,0.167
221892,2003,219,126,93,82,31,51,40.48,0.405,0.374,0.333
222178,2003,948,489,459,369,125,244,49.9,0.499,0.389,0.272
222983,2003,338,193,145,228,86,142,73.58,0.736,0.675,0.593
223232,2003,2667,1673,994,1266,347,919,54.93,0.549,0.475,0.349
224004,2003,154,83,71,26,13,13,15.66,0.157,0.169,0.183
224323,2003,299,189,110,185,58,127,67.2,0.672,0.619,0.527
225432,2003,1012,559,453,16,5,11,1.97,0.02,0.016,0.011
225548,2003,293,136,157,76,27,49,36.03,0.36,0.259,0.172
225627,2003,396,280,116,70,18,52,18.57,0.186,0.177,0.155
226231,2003,333,94,239,93,52,41,43.62,0.436,0.279,0.218
226833,2003,613,302,311,41,18,23,7.62,0.076,0.067,0.058
227216,2003,3320,1945,1375,632,194,438,22.52,0.225,0.19,0.141
227331,2003,322,238,84,60,10,50,21.01,0.21,0.186,0.119
227526,2003,1553,820,733,175,71,104,12.68,0.127,0.113,0.097
227757,2003,716,364,352,591,279,312,85.71,0.857,0.825,0.793
227845,2003,544,327,217,239,78,161,49.24,0.492,0.439,0.359
227863,2003,292,172,120,87,33,54,31.4,0.314,0.298,0.275
228042,2003,168,88,80,40,14,26,29.55,0.296,0.238,0.175
228149,2003,470,292,178,147,41,106,36.3,0.363,0.313,0.23
228246,2003,1383,772,611,853,324,529,68.52,0.685,0.617,0.53
228343,2003,343,196,147,234,80,154,78.57,0.786,0.682,0.544
228431,2003,1839,1148,691,348,88,260,22.65,0.226,0.189,0.127
228459,2003,2818,1681,1137,667,195,472,28.08,0.281,0.237,0.172
228501,2003,357,163,194,30,11,19,11.66,0.117,0.084,0.057
228529,2003,1277,686,591,201,62,139,20.26,0.203,0.157,0.105
228705,2003,828,370,458,60,24,36,9.73,0.097,0.072,0.052
228723,2003,6389,3358,3031,2898,981,1917,57.09,0.571,0.454,0.324
228769,2003,2431,1182,1249,364,144,220,18.61,0.186,0.15,0.115
228778,2003,6477,3537,2940,3300,1309,1991,56.29,0.563,0.509,0.445
228787,2003,1043,420,623,446,242,204,48.57,0.486,0.428,0.388
228796,2003,2386,1237,1149,111,46,65,5.25,0.052,0.047,0.04
228875,2003,1598,1005,593,877,273,604,60.1,0.601,0.549,0.46
228981,2003,375,212,163,117,38,79,37.26,0.373,0.312,0.233
229018,2003,292,160,132,52,19,33,20.62,0.206,0.178,0.144
229027,2003,4091,2070,2021,310,107,203,9.81,0.098,0.076,0.053
229115,2003,4312,2039,2273,1372,547,825,40.46,0.405,0.318,0.241
229780,2003,205,112,93,41,13,28,25,0.25,0.2,0.14
229814,2003,774,404,370,125,31,94,23.27,0.233,0.161,0.084
230603,2003,478,338,140,103,17,86,25.44,0.254,0.215,0.121
230728,2003,1829,1229,600,491,86,405,32.95,0.33,0.268,0.143
230764,2003,1870,1073,797,405,129,276,25.72,0.257,0.217,0.162
230782,2003,1688,944,744,90,31,59,6.25,0.062,0.053,0.042
231059,2003,512,263,249,362,158,204,77.57,0.776,0.707,0.635
231174,2003,1916,1089,827,1087,439,648,59.5,0.595,0.567,0.531
231420,2003,219,83,136,78,34,44,53.01,0.53,0.356,0.25
231554,2003,83,50,33,27,10,17,34,0.34,0.325,0.303
231624,2003,1319,736,583,1098,439,659,89.54,0.895,0.832,0.753
231712,2003,1205,619,586,475,176,299,48.3,0.483,0.394,0.3
232025,2003,223,106,117,96,43,53,50,0.5,0.43,0.368
232043,2003,195,121,74,94,32,62,51.24,0.512,0.482,0.432
232089,2003,301,106,195,71,37,34,32.08,0.321,0.236,0.19
232186,2003,2191,1166,1025,847,284,563,48.28,0.483,0.387,0.277
232265,2003,1379,873,506,506,131,375,42.96,0.43,0.367,0.259
232423,2003,3386,2167,1219,2220,697,1523,70.28,0.703,0.656,0.572
232557,2003,1811,1024,787,506,190,316,30.86,0.309,0.279,0.241
232566,2003,872,576,296,340,91,249,43.23,0.432,0.39,0.307
232609,2003,589,342,247,316,116,200,58.48,0.585,0.537,0.47
232681,2003,879,572,307,590,181,409,71.5,0.715,0.671,0.59
232706,2003,379,290,89,158,30,128,44.14,0.441,0.417,0.337
232937,2003,1080,593,487,123,41,82,13.83,0.138,0.114,0.084
232982,2003,2001,1139,862,457,136,321,28.18,0.282,0.228,0.158
233277,2003,1800,1097,703,719,214,505,46.03,0.46,0.399,0.304
233374,2003,835,440,395,688,313,375,85.23,0.852,0.824,0.792
233426,2003,519,282,237,301,130,171,60.64,0.606,0.58,0.549
233541,2003,328,185,143,106,34,72,38.92,0.389,0.323,0.238
233897,2003,349,177,172,109,39,70,39.55,0.395,0.312,0.227
233921,2003,4923,2092,2831,2588,1213,1375,65.73,0.657,0.526,0.428
234030,2003,3230,1912,1318,779,218,561,29.34,0.293,0.241,0.165
234085,2003,384,36,348,246,223,23,63.89,0.639,0.641,0.641
234155,2003,959,563,396,240,62,178,31.62,0.316,0.25,0.157
234164,2003,512,318,194,99,16,83,26.1,0.261,0.193,0.082
235097,2003,1374,843,531,295,81,214,25.39,0.254,0.215,0.153
235167,2003,454,246,208,193,98,95,38.62,0.386,0.425,0.471
236230,2003,693,426,267,361,118,243,57.04,0.57,0.521,0.442
236328,2003,639,358,281,438,164,274,76.54,0.765,0.685,0.584
236577,2003,683,485,198,410,105,305,62.89,0.629,0.6,0.53
236595,2003,619,418,201,323,75,248,59.33,0.593,0.522,0.373
236896,2003,326,157,169,66,31,35,22.29,0.223,0.202,0.183
236939,2003,2997,1613,1384,1204,417,787,48.79,0.488,0.402,0.301
236948,2003,4948,2654,2294,2665,1106,1559,58.74,0.587,0.539,0.482
237011,2003,2194,1266,928,778,233,545,43.05,0.43,0.355,0.251
237057,2003,362,182,180,294,144,150,82.42,0.824,0.812,0.8
237066,2003,438,259,179,267,105,162,62.55,0.625,0.61,0.587
237215,2003,273,155,118,15,7,8,5.16,0.052,0.055,0.059
237330,2003,508,286,222,98,29,69,24.13,0.241,0.193,0.131
237358,2003,104,60,44,27,8,19,31.67,0.317,0.26,0.182
237367,2003,631,317,314,85,31,54,17.03,0.17,0.135,0.099
237792,2003,768,440,328,134,48,86,19.55,0.196,0.174,0.146
237899,2003,333,187,146,20,6,14,7.49,0.075,0.06,0.041
237932,2003,453,248,205,69,16,53,21.37,0.214,0.152,0.078
237969,2003,457,257,200,197,64,133,51.75,0.517,0.431,0.32
238032,2003,4366,2104,2262,1387,583,804,38.21,0.382,0.318,0.258
238333,2003,346,217,129,251,88,163,75.12,0.751,0.725,0.682
238430,2003,205,136,69,28,11,17,12.5,0.125,0.137,0.159
238458,2003,501,329,172,220,62,158,48.02,0.48,0.439,0.36
238476,2003,575,307,268,249,103,146,47.56,0.476,0.433,0.384
238616,2003,352,192,160,111,35,76,39.58,0.396,0.315,0.219
238661,2003,307,229,78,85,14,71,31,0.31,0.277,0.179
239080,2003,251,170,81,72,17,55,32.35,0.324,0.287,0.21
239105,2003,1882,1042,840,1125,462,663,63.63,0.636,0.598,0.55
239628,2003,259,130,129,156,72,84,64.62,0.646,0.602,0.558
239716,2003,529,289,240,336,128,208,71.97,0.72,0.635,0.533
240107,2003,355,261,94,107,18,89,34.1,0.341,0.301,0.191
240189,2003,1825,975,850,459,199,260,26.67,0.267,0.252,0.234
240277,2003,960,640,320,241,70,171,26.72,0.267,0.251,0.219
240329,2003,1506,984,522,507,153,354,35.98,0.36,0.337,0.293
240338,2003,207,126,81,110,31,79,62.7,0.627,0.531,0.383
240365,2003,1765,1077,688,261,67,194,18.01,0.18,0.148,0.097
240374,2003,863,469,394,68,27,41,8.74,0.087,0.079,0.069
240417,2003,1267,654,613,244,75,169,25.84,0.258,0.193,0.122
240426,2003,336,213,123,66,14,52,24.41,0.244,0.196,0.114
240444,2003,5553,2968,2585,2689,1114,1575,53.07,0.531,0.484,0.431
240453,2003,3716,2023,1693,552,217,335,16.56,0.166,0.149,0.128
240462,2003,1116,406,710,203,105,98,24.14,0.241,0.182,0.148
240471,2003,1220,757,463,305,98,207,27.34,0.273,0.25,0.212
240480,2003,1498,853,645,335,101,234,27.43,0.274,0.224,0.157
240727,2003,1388,709,679,310,102,208,29.34,0.293,0.223,0.15
243443,2003,425,274,151,10,3,7,2.55,0.025,0.024,0.02
243780,2003,6459,2559,3900,2254,1121,1133,44.28,0.443,0.349,0.287
100654,2004,1198,611,587,146,31,115,18.82,0.188,0.122,0.053
100663,2004,1536,973,563,284,82,202,20.76,0.208,0.185,0.146
100751,2004,3290,1853,1437,1248,426,822,44.36,0.444,0.379,0.296
100858,2004,3579,1849,1730,1279,445,834,45.11,0.451,0.357,0.257
101435,2004,192,72,120,71,38,33,45.83,0.458,0.37,0.317
101480,2004,1017,555,462,91,20,71,12.79,0.128,0.089,0.043
101675,2004,427,203,224,49,9,40,19.7,0.197,0.115,0.04
101879,2004,856,469,387,107,27,80,17.06,0.171,0.125,0.07
102049,2004,665,423,242,359,111,248,58.63,0.586,0.54,0.459
102094,2004,1278,725,553,180,60,120,16.55,0.166,0.141,0.108
102234,2004,309,203,106,156,44,112,55.17,0.552,0.505,0.415
102368,2004,1450,788,662,230,67,163,20.69,0.207,0.159,0.101
102377,2004,701,389,312,123,35,88,22.62,0.226,0.175,0.112
104151,2004,7293,3998,3295,2324,816,1508,37.72,0.377,0.319,0.248
104179,2004,5566,3008,2558,1880,723,1157,38.46,0.385,0.338,0.283
105330,2004,2274,1309,965,652,190,462,35.29,0.353,0.287,0.197
106245,2004,759,452,307,54,18,36,7.96,0.08,0.071,0.059
106342,2004,141,66,75,62,37,25,37.88,0.379,0.44,0.493
106397,2004,2420,1222,1198,835,329,506,41.41,0.414,0.345,0.275
106412,2004,690,365,325,47,14,33,9.04,0.09,0.068,0.043
106458,2004,1296,749,547,212,71,141,18.83,0.188,0.164,0.13
106467,2004,1398,728,670,199,72,127,17.45,0.174,0.142,0.107
106485,2004,629,327,302,60,25,35,10.7,0.107,0.095,0.083
106704,2004,2216,1313,903,468,131,337,25.67,0.257,0.211,0.145
107044,2004,961,516,445,387,161,226,43.8,0.438,0.403,0.362
107080,2004,295,165,130,159,69,90,54.55,0.545,0.539,0.531
107141,2004,296,156,140,155,67,88,56.41,0.564,0.524,0.479
107512,2004,380,223,157,170,49,121,54.26,0.543,0.447,0.312
107558,2004,134,74,60,44,18,26,35.14,0.351,0.328,0.3
110097,2004,691,443,248,346,120,226,51.02,0.51,0.501,0.484
110404,2004,207,59,148,167,117,50,84.75,0.848,0.807,0.791
110422,2004,2900,1169,1731,767,304,463,39.61,0.396,0.264,0.176
110486,2004,745,483,262,128,32,96,19.88,0.199,0.172,0.122
110495,2004,653,456,197,153,41,112,24.56,0.246,0.234,0.208
110510,2004,1587,1099,488,208,53,155,14.1,0.141,0.131,0.109
110529,2004,2115,921,1194,412,188,224,24.32,0.243,0.195,0.157
110538,2004,2198,1266,932,436,102,334,26.38,0.264,0.198,0.109
110547,2004,673,459,214,35,10,25,5.45,0.054,0.052,0.047
110556,2004,2243,1351,892,378,102,276,20.43,0.204,0.169,0.114
110565,2004,3539,2094,1445,583,148,435,20.77,0.208,0.165,0.102
110574,2004,840,516,324,122,38,84,16.28,0.163,0.145,0.117
110583,2004,3300,2222,1078,406,103,303,13.64,0.136,0.123,0.096
110592,2004,1087,687,400,87,22,65,9.46,0.095,0.08,0.055
110617,2004,2268,1375,893,240,57,183,13.31,0.133,0.106,0.064
113698,2004,276,205,71,119,24,95,46.34,0.463,0.431,0.338
115755,2004,760,427,333,66,18,48,11.24,0.112,0.087,0.054
119173,2004,364,352,12,93,4,89,25.28,0.253,0.255,0.333
120184,2004,161,108,53,68,19,49,45.37,0.454,0.422,0.358
121309,2004,535,339,196,395,141,254,74.93,0.749,0.738,0.719
121345,2004,393,196,197,356,181,175,89.29,0.893,0.906,0.919
122409,2004,3527,2128,1399,1073,307,766,36,0.36,0.304,0.219
122436,2004,1174,705,469,706,259,447,63.4,0.634,0.601,0.552
122597,2004,2739,1770,969,390,114,276,15.59,0.156,0.142,0.118
122612,2004,929,614,315,518,151,367,59.77,0.598,0.558,0.479
122931,2004,1171,658,513,941,392,549,83.43,0.834,0.804,0.764
123554,2004,603,388,215,319,102,217,55.93,0.559,0.529,0.474
123572,2004,1102,713,389,344,76,268,37.59,0.376,0.312,0.195
126562,2004,686,387,299,101,34,67,17.31,0.173,0.147,0.114
126580,2004,939,562,377,198,54,144,25.62,0.256,0.211,0.143
126614,2004,5124,2484,2640,2093,909,1184,47.67,0.477,0.408,0.344
126818,2004,4047,2216,1831,1484,522,962,43.41,0.434,0.367,0.285
127060,2004,1124,588,536,633,286,347,59.01,0.59,0.563,0.534
127185,2004,930,448,482,181,67,114,25.45,0.254,0.195,0.139
127565,2004,1815,937,878,86,34,52,5.55,0.056,0.047,0.039
127741,2004,2412,1459,953,648,190,458,31.39,0.314,0.269,0.199
128106,2004,753,423,330,118,34,84,19.86,0.199,0.157,0.103
128744,2004,241,134,107,47,19,28,20.9,0.209,0.195,0.178
128771,2004,1278,596,682,213,80,133,22.32,0.223,0.167,0.117
129020,2004,3229,1789,1440,2104,830,1274,71.21,0.712,0.652,0.576
129242,2004,856,475,381,679,282,397,83.58,0.836,0.793,0.74
129941,2004,571,264,307,197,111,86,32.58,0.326,0.345,0.362
130253,2004,876,521,355,528,196,332,63.72,0.637,0.603,0.552
